"rt","responses","type","trial_type","trial_index","time_elapsed","internal_node_id","stimulus","key_press","comparison_type","correct_side"
"3473","","","html-keyboard-response","140","568898","0.0-140.0","<h1 style=""font-size: 35px;"">GUARD<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SAUSAGE</h1>","76","2,16","0"
"null","","","html-keyboard-response","141","573654","0.0-141.0","<h1 style=""font-size: 35px"">SALMON</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SPARROW</h1>","null","",""
"863","","","html-keyboard-response","142","575270","0.0-142.0","<h1 style=""font-size: 35px;"">GHETTO<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SALMON</h1>","76","0,2","1"
"null","","","html-keyboard-response","143","580024","0.0-143.0","<h1 style=""font-size: 35px"">BOX</h1><h1 style=""font-size: 35px; margin-top: 45px;"">OZONE</h1>","null","",""
"1213","","","html-keyboard-response","144","581988","0.0-144.0","<h1 style=""font-size: 35px;"">BUNNY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SPARROW</h1>","76","2,many","1"
"null","","","html-keyboard-response","145","586744","0.0-145.0","<h1 style=""font-size: 35px"">MACHINE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SODA</h1>","null","",""
"917","","","html-keyboard-response","146","588413","0.0-146.0","<h1 style=""font-size: 35px;"">BOX<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>GLOVE</h1>","65","4,many","0"
"null","","","html-keyboard-response","147","593167","0.0-147.0","<h1 style=""font-size: 35px"">STAR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SWAMP</h1>","null","",""
"1610","","","html-keyboard-response","148","595528","0.0-148.0","<h1 style=""font-size: 35px;"">OUTDOORS<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>STAR</h1>","76","0,68","1"
"null","","","html-keyboard-response","149","600285","0.0-149.0","<h1 style=""font-size: 35px"">PLAZA</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GUITAR</h1>","null","",""
"2641","","","html-keyboard-response","150","603678","0.0-150.0","<h1 style=""font-size: 35px;"">HELMET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TRIBE</h1>","76","16,many","0"
"null","","","html-keyboard-response","151","608431","0.0-151.0","<h1 style=""font-size: 35px"">PERMIT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PARENT</h1>","null","",""
"1664","","","html-keyboard-response","152","610848","0.0-152.0","<h1 style=""font-size: 35px;"">TREAT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CANYON</h1>","76","16,68","1"
"null","","","html-keyboard-response","153","615600","0.0-153.0","<h1 style=""font-size: 35px"">CASKET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PIANO</h1>","null","",""
"1901","","","html-keyboard-response","154","618253","0.0-154.0","<h1 style=""font-size: 35px;"">PLAZA<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CASKET</h1>","76","0,4","1"
"null","","","html-keyboard-response","155","623008","0.0-155.0","<h1 style=""font-size: 35px"">LOVER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LADY</h1>","null","",""
"6662","","","html-keyboard-response","156","630421","0.0-156.0","<h1 style=""font-size: 35px;"">COOK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SKETCH</h1>","76","68,many","0"
"null","","","html-keyboard-response","157","635176","0.0-157.0","<h1 style=""font-size: 35px"">BANKER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">YOLK</h1>","null","",""
"2851","","","html-keyboard-response","158","638778","0.0-158.0","<h1 style=""font-size: 35px;"">LOVER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>RATTLE</h1>","65","2,68","0"
"null","","","html-keyboard-response","159","643532","0.0-159.0","<h1 style=""font-size: 35px"">COSTUME</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SEAFOOD</h1>","null","",""
"1570","","","html-keyboard-response","160","645855","0.0-160.0","<h1 style=""font-size: 35px;"">SNACK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LADY</h1>","76","4,68","1"
"null","","","html-keyboard-response","161","650610","0.0-161.0","<h1 style=""font-size: 35px"">STAPLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GLASS</h1>","null","",""
"1054","","","html-keyboard-response","162","652416","0.0-162.0","<h1 style=""font-size: 35px;"">YOLK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MACHINE</h1>","65","4,16","0"
"null","","","html-keyboard-response","163","657171","0.0-163.0","<h1 style=""font-size: 35px"">BADGE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DUSTPAN</h1>","null","",""
"3317","","","html-keyboard-response","164","661239","0.0-164.0","<h1 style=""font-size: 35px;"">SWAMP<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COSTUME</h1>","65","4,16","1"
"null","","","html-keyboard-response","165","665995","0.0-165.0","<h1 style=""font-size: 35px"">LION</h1><h1 style=""font-size: 35px; margin-top: 45px;"">STONE</h1>","null","",""
"5923","","","html-keyboard-response","166","672675","0.0-166.0","<h1 style=""font-size: 35px;"">GUITAR<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LION</h1>","76","0,16","1"
"null","","","html-keyboard-response","167","677428","0.0-167.0","<h1 style=""font-size: 35px"">CANAL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">HANDBAG</h1>","null","",""
"2687","","","html-keyboard-response","168","680868","0.0-168.0","<h1 style=""font-size: 35px;"">CRICKET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BADGE</h1>","76","4,68","1"
"null","","","html-keyboard-response","169","685627","0.0-169.0","<h1 style=""font-size: 35px"">ITEM</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PARTNER</h1>","null","",""
"1543","","","html-keyboard-response","170","687925","0.0-170.0","<h1 style=""font-size: 35px;"">CANAL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ITEM</h1>","76","0,2","1"
"null","","","html-keyboard-response","171","692678","0.0-171.0","<h1 style=""font-size: 35px"">RADISH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DIVER</h1>","null","",""
"1083","","","html-keyboard-response","172","694514","0.0-172.0","<h1 style=""font-size: 35px;"">RADISH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>NIGHTGOWN</h1>","65","0,68","0"
"null","","","html-keyboard-response","173","699267","0.0-173.0","<h1 style=""font-size: 35px"">FLUTE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">ARMY</h1>","null","",""
"5486","","","html-keyboard-response","174","705506","0.0-174.0","<h1 style=""font-size: 35px;"">DIVER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MUMMY</h1>","65","2,many","0"
"null","","","html-keyboard-response","175","710260","0.0-175.0","<h1 style=""font-size: 35px"">STAMP</h1><h1 style=""font-size: 35px; margin-top: 45px;"">RACKET</h1>","null","",""
"1328","","","html-keyboard-response","176","712339","0.0-176.0","<h1 style=""font-size: 35px;"">FLUTE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SEAFOOD</h1>","65","2,16","0"
"null","","","html-keyboard-response","177","717095","0.0-177.0","<h1 style=""font-size: 35px"">TEMPLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DRIVER</h1>","null","",""
"3887","","","html-keyboard-response","178","721734","0.0-178.0","<h1 style=""font-size: 35px;"">HAWK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ARMY</h1>","65","4,many","1"
"null","","","html-keyboard-response","179","726489","0.0-179.0","<h1 style=""font-size: 35px"">COD</h1><h1 style=""font-size: 35px; margin-top: 45px;"">POSTAGE</h1>","null","",""
"1797","","","html-keyboard-response","180","729039","0.0-180.0","<h1 style=""font-size: 35px;"">POLICE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>KLEENEX</h1>","65","68,many","0"
"null","","","html-keyboard-response","181","733796","0.0-181.0","<h1 style=""font-size: 35px"">PLAID</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TURKEY</h1>","null","",""
"3924","","","html-keyboard-response","182","738475","0.0-182.0","<h1 style=""font-size: 35px;"">LADDER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>STONE</h1>","76","16,many","1"
"null","","","html-keyboard-response","183","743228","0.0-183.0","<h1 style=""font-size: 35px"">LETTUCE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FOOTBALL</h1>","null","",""
"1534","","","html-keyboard-response","184","745512","0.0-184.0","<h1 style=""font-size: 35px;"">COD<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LETTUCE</h1>","76","0,4","1"
"null","","","html-keyboard-response","185","750268","0.0-185.0","<h1 style=""font-size: 35px"">TUBA</h1><h1 style=""font-size: 35px; margin-top: 45px;"">ARM</h1>","null","",""
"2111","","","html-keyboard-response","186","753130","0.0-186.0","<h1 style=""font-size: 35px;"">HEADBAND<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FOOTBALL</h1>","76","2,68","1"
"null","","","html-keyboard-response","187","757883","0.0-187.0","<h1 style=""font-size: 35px"">YARN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COIN</h1>","null","",""
"1706","","","html-keyboard-response","188","760340","0.0-188.0","<h1 style=""font-size: 35px;"">TUBA<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ARM</h1>","65","2,4","1"
"null","","","html-keyboard-response","189","765093","0.0-189.0","<h1 style=""font-size: 35px"">FLAG</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CASHIER</h1>","null","",""
"8080","","","html-keyboard-response","190","773926","0.0-190.0","<h1 style=""font-size: 35px;"">LAKE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FLAG</h1>","76","0,many","1"
"null","","","html-keyboard-response","191","778679","0.0-191.0","<h1 style=""font-size: 35px"">PASSAGE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MEAT</h1>","null","",""
"3230","","","html-keyboard-response","192","782660","0.0-192.0","<h1 style=""font-size: 35px;"">CROSS<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>RACKET</h1>","76","16,68","1"
"null","","","html-keyboard-response","193","787413","0.0-193.0","<h1 style=""font-size: 35px"">BUTCHER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BREAST</h1>","null","",""
"20831","","","html-keyboard-response","194","808995","0.0-194.0","<h1 style=""font-size: 35px;"">DRIVER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PASSAGE</h1>","65","2,16","1"
"null","","","html-keyboard-response","195","813749","0.0-195.0","<h1 style=""font-size: 35px"">LUMBER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WASHER</h1>","null","",""
"2900","","","html-keyboard-response","196","817400","0.0-196.0","<h1 style=""font-size: 35px;"">MEAT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BUTCHER</h1>","76","2,4","1"
"null","","","html-keyboard-response","197","822154","0.0-197.0","<h1 style=""font-size: 35px"">MUFFIN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BISON</h1>","null","",""
"1017","","","html-keyboard-response","198","823923","0.0-198.0","<h1 style=""font-size: 35px;"">PLAID<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>NECKLACE</h1>","65","16,68","0"
"null","","","html-keyboard-response","199","828681","0.0-199.0","<h1 style=""font-size: 35px"">GRIZZLY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MARSH</h1>","null","",""
"1000","","","html-keyboard-response","200","830432","0.0-200.0","<h1 style=""font-size: 35px;"">LUMBER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>GRIZZLY</h1>","76","0,4","1"
"null","","","html-keyboard-response","201","835186","0.0-201.0","<h1 style=""font-size: 35px"">BANQUET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FRIEND</h1>","null","",""
"2091","","","html-keyboard-response","202","838029","0.0-202.0","<h1 style=""font-size: 35px;"">BOUQUET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MUFFIN</h1>","76","4,68","1"
"null","","","html-keyboard-response","203","842784","0.0-203.0","<h1 style=""font-size: 35px"">ACTOR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FLASHLIGHT</h1>","null","",""
"2131","","","html-keyboard-response","204","845666","0.0-204.0","<h1 style=""font-size: 35px;"">BANK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COIN</h1>","76","16,many","1"
"null","","","html-keyboard-response","205","850418","0.0-205.0","<h1 style=""font-size: 35px"">OUTFIT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SCALLOP</h1>","null","",""
"1548","","","html-keyboard-response","206","852717","0.0-206.0","<h1 style=""font-size: 35px;"">POCKET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BANQUET</h1>","76","4,many","1"
"null","","","html-keyboard-response","207","857472","0.0-207.0","<h1 style=""font-size: 35px"">CUSTARD</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GANGSTER</h1>","null","",""
"1711","","","html-keyboard-response","208","859936","0.0-208.0","<h1 style=""font-size: 35px;"">OUTFIT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CUSTARD</h1>","76","0,2","1"
"null","","","html-keyboard-response","209","864692","0.0-209.0","<h1 style=""font-size: 35px"">INMATE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LIGHTNING</h1>","null","",""
"1160","","","html-keyboard-response","210","866605","0.0-210.0","<h1 style=""font-size: 35px;"">SCALLOP<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BREAST</h1>","65","4,16","0"
"null","","","html-keyboard-response","211","871359","0.0-211.0","<h1 style=""font-size: 35px"">PUDDLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TOMBSTONE</h1>","null","",""
"8239","","","html-keyboard-response","212","880351","0.0-212.0","<h1 style=""font-size: 35px;"">INMATE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>VIKING</h1>","76","2,many","0"
"null","","","html-keyboard-response","213","885106","0.0-213.0","<h1 style=""font-size: 35px"">CAPTIVE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FOX</h1>","null","",""
"730","","","html-keyboard-response","214","886586","0.0-214.0","<h1 style=""font-size: 35px;"">CAPTIVE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SODA</h1>","65","0,68","0"
"null","","","html-keyboard-response","215","891342","0.0-215.0","<h1 style=""font-size: 35px"">SLIDE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SWIMMER</h1>","null","",""
"741","","","html-keyboard-response","216","892836","0.0-216.0","<h1 style=""font-size: 35px;"">SLIDE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WRENCH</h1>","65","0,many","0"
"null","","","html-keyboard-response","217","897591","0.0-217.0","<h1 style=""font-size: 35px"">HARP</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CARROT</h1>","null","",""
"831","","","html-keyboard-response","218","899173","0.0-218.0","<h1 style=""font-size: 35px;"">HARP<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FRIEND</h1>","65","0,16","0"
"null","","","html-keyboard-response","219","903927","0.0-219.0","<h1 style=""font-size: 35px"">QUARTER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DRESSER</h1>","null","",""
"1375","","","html-keyboard-response","220","906053","0.0-220.0","<h1 style=""font-size: 35px;"">FRIAR<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PERMIT</h1>","76","68,many","1"
"null","","","html-keyboard-response","221","910807","0.0-221.0","<h1 style=""font-size: 35px"">TYPIST</h1><h1 style=""font-size: 35px; margin-top: 45px;"">THREAD</h1>","null","",""
"2944","","","html-keyboard-response","222","914503","0.0-222.0","<h1 style=""font-size: 35px;"">QUARTER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PIANO</h1>","65","2,68","0"
